746  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Returning cached instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
746  [main] DEBUG o.s.b.f.s.DefaultListableBeanFactory -- Creating shared instance of singleton bean 'washerConfig'
746  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Creating instance of bean 'washerConfig'
750  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Eagerly caching bean 'washerConfig' to allow for resolving potential circular references
751  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Finished creating instance of bean 'washerConfig'
751  [main] DEBUG o.s.b.f.s.DefaultListableBeanFactory -- Creating shared instance of singleton bean 'sWasher'
751  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Creating instance of bean 'sWasher'
753  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Returning cached instance of singleton bean 'washerConfig'
755  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Eagerly caching bean 'sWasher' to allow for resolving potential circular references
755  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Finished creating instance of bean 'sWasher'
755  [main] DEBUG o.s.b.f.s.DefaultListableBeanFactory -- Creating shared instance of singleton bean 'lWasher'
755  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Creating instance of bean 'lWasher'
755  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Returning cached instance of singleton bean 'washerConfig'
756  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Eagerly caching bean 'lWasher' to allow for resolving potential circular references
756  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Finished creating instance of bean 'lWasher'
756  [main] DEBUG o.s.b.f.s.DefaultListableBeanFactory -- Creating shared instance of singleton bean 'washerUser'
757  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Creating instance of bean 'washerUser'
757  [main] TRACE o.s.b.f.s.DefaultListableBeanFactory -- Returning cached instance of singleton bean 'washerConfig'
